Anno evento;Residenza;Genere;Età decesso;Gruppi cause morte;Cause morte;Cause morte violenta;Tipologia morte violenta;Numerosità
2007;Fuori Milano;Femmine;92;Malattie del sistema circolatorio;Altre malattie del cuore;;;4
2007;Fuori Milano;Femmine;92;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;2
2007;Fuori Milano;Femmine;92;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;1
2007;Fuori Milano;Femmine;92;Malattie del sistema circolatorio;Arteriosclerosi generalizzata;;;1
2007;Fuori Milano;Femmine;92;Malattie del sistema respiratorio;Polmonite;;;1
2007;Fuori Milano;Femmine;92;Malattie dell'apparato digerente;Altre malattie dell'apparato digerente;;;2
2007;Fuori Milano;Femmine;92;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;1
2007;Fuori Milano;Femmine;92;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2007;Fuori Milano;Femmine;92;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2007;Fuori Milano;Femmine;93;Tumori;Tumori maligni dello stomaco;;;1
2007;Fuori Milano;Femmine;93;Tumori;Altri tumori maligni dell'apparato digerente;;;1
2007;Fuori Milano;Femmine;93;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Femmine;93;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Femmine;93;Malattie del sangue, degli organi ematopoietici e alcuni disturbi immunitari;Anemie;;;1
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Cardiopatia ipertensiva;;;1
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;2
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;2
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Emorragia cerebrale;;;2
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Femmine;93;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;3
2007;Fuori Milano;Femmine;93;Malattie del sistema respiratorio;Polmonite;;;3
2007;Fuori Milano;Femmine;93;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Femmine;93;Malattie dell'apparato digerente;Altre malattie dell'apparato digerente;;;1
2007;Fuori Milano;Femmine;93;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;2
2007;Fuori Milano;Femmine;93;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;3
2007;Fuori Milano;Femmine;93;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;;;1
2007;Fuori Milano;Femmine;94;Tumori;Tumori maligni della mammella;;;1
2007;Fuori Milano;Femmine;94;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Femmine;94;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2007;Fuori Milano;Femmine;94;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Femmine;94;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;2
2007;Fuori Milano;Femmine;94;Malattie del sistema respiratorio;Polmonite;;;1
2007;Fuori Milano;Femmine;94;Malattie del sistema respiratorio;Bronchite;;;1
2007;Fuori Milano;Femmine;94;Malattie dell'apparato digerente;Occlusione intestinale;;;1
2007;Fuori Milano;Femmine;94;Malattie dell'apparato digerente;Altre malattie dell'apparato digerente;;;1
2007;Fuori Milano;Femmine;94;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;2
2007;Fuori Milano;Femmine;94;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;;;1
2007;Fuori Milano;Femmine;95;Tumori;Tumori maligni dello stomaco;;;1
2007;Fuori Milano;Femmine;95;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2007;Fuori Milano;Femmine;95;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Femmine;95;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Femmine;95;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2007;Fuori Milano;Femmine;95;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Femmine;95;Malattie dell'apparato digerente;Occlusione intestinale;;;1
2007;Fuori Milano;Femmine;95;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;1
2007;Fuori Milano;Femmine;95;Malattie dell'apparato genitourinario;Insufficienza renale;;;1
2007;Fuori Milano;Femmine;96;Tumori;Tumori maligni dell'apparato urinario;;;1
2007;Fuori Milano;Femmine;96;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2007;Fuori Milano;Femmine;96;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Femmine;96;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Femmine;96;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2007;Fuori Milano;Femmine;97;Malattie endocrine, nutrizionali e metaboliche;Diabete mellito;;;1
2007;Fuori Milano;Femmine;97;Malattie del sistema circolatorio;Altre malattie del cuore;;;3
2007;Fuori Milano;Femmine;97;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;1
2007;Fuori Milano;Femmine;97;Malattie del sistema respiratorio;Polmonite;;;2
2007;Fuori Milano;Femmine;97;Malattie del sistema respiratorio;Bronchite;;;2
2007;Fuori Milano;Femmine;97;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Femmine;97;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2007;Fuori Milano;Femmine;98;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Femmine;98;Malattie del sistema circolatorio;Ipertensione;;;2
2007;Fuori Milano;Femmine;98;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Femmine;98;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Femmine;98;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Femmine;98;Malattie del sistema respiratorio;Polmonite;;;1
2007;Fuori Milano;Femmine;99;Tumori;Tumori maligni dell'intestino;;;1
2007;Fuori Milano;Femmine;99;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Femmine;99;Malattie del sistema respiratorio;Bronchite;;;1
2007;Fuori Milano;Femmine;99;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2007;Fuori Milano;Femmine;100;Malattie del sistema respiratorio;Bronchite;;;1
2007;Fuori Milano;Femmine;100;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2007;Fuori Milano;Femmine;101;Malattie del sistema circolatorio;Altre malattie ischemiche del cuore;;;1
2007;Fuori Milano;Femmine;101;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Senilità;;;1
2007;Fuori Milano;Femmine;103;Malattie del sistema osteomuscolare e tessuto connettivo;Altre malattie del sistema osteomuscolare e tessuto connettivo;;;1
2007;Fuori Milano;Maschi;0;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Maschi;0;Condizioni morbose perinatali;Immaturità;;;25
2007;Fuori Milano;Maschi;0;Condizioni morbose perinatali;Traumatismi ostetrici;;;2
2007;Fuori Milano;Maschi;0;Condizioni morbose perinatali;Altre condizioni morbose perinatali;;;3
2007;Fuori Milano;Maschi;0;Malformazioni congenite, anomalie cromosomiche;Malformazioni congenite, anomalie cromosomiche;;;14
2007;Fuori Milano;Maschi;1;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Sintomi, segni e risultati anormali di esami;;;1
2007;Fuori Milano;Maschi;1;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;2;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;3;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;3;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2007;Fuori Milano;Maschi;4;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;5;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Sintomi, segni e risultati anormali di esami;;;1
2007;Fuori Milano;Maschi;7;Tumori;Tumori maligni della tiroide e delle altre ghiandole endocrine;;;1
2007;Fuori Milano;Maschi;10;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;15;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;16;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2007;Fuori Milano;Maschi;17;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;17;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;17;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;18;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;;;1
2007;Fuori Milano;Maschi;18;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;19;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;19;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;20;Tumori;Leucemie;;;2
2007;Fuori Milano;Maschi;20;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;20;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;20;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;21;Tumori;Tumori maligni cavità boccale e faringe;;;1
2007;Fuori Milano;Maschi;21;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;21;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;;;1
2007;Fuori Milano;Maschi;21;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;22;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;3
2007;Fuori Milano;Maschi;23;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;23;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2007;Fuori Milano;Maschi;24;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2007;Fuori Milano;Maschi;24;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;Traumatismi, avvelenamenti e altre cause esterne;Accidentale;1
2007;Fuori Milano;Maschi;24;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;25;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;25;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;25;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;25;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;25;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2007;Fuori Milano;Maschi;26;Malattie infettive e parassitarie;Altre infezioni virali della cute e delle mucose;;;1
2007;Fuori Milano;Maschi;26;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;26;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;3
2007;Fuori Milano;Maschi;26;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;27;Tumori;Tumori maligni dell'encefalo;;;2
2007;Fuori Milano;Maschi;27;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;28;Malattie infettive e parassitarie;AIDS;;;2
2007;Fuori Milano;Maschi;28;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Maschi;28;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Maschi;28;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;28;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2007;Fuori Milano;Maschi;28;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;29;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;29;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;29;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Maschi;29;Malattie del sistema circolatorio;Altre malattie del sistema circolatorio;;;1
2007;Fuori Milano;Maschi;29;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Maschi;29;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;3
2007;Fuori Milano;Maschi;29;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;30;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;30;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;2
2007;Fuori Milano;Maschi;31;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Maschi;31;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2007;Fuori Milano;Maschi;31;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Maschi;31;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;3
2007;Fuori Milano;Maschi;31;Cause esterne di morbosità e mortalità;Altri accidenti;Altri accidenti;Accidentale;1
2007;Fuori Milano;Maschi;32;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Maschi;32;Tumori;Altri tumori maligni degli organi genitali maschili;;;1
2007;Fuori Milano;Maschi;32;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2007;Fuori Milano;Maschi;32;Tumori;Altre localizzazioni di tumori maligni;;;2
2007;Fuori Milano;Maschi;32;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Maschi;32;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Morti improvvise da causa sconosciuta;;;1
2007;Fuori Milano;Maschi;32;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;;;1
2007;Fuori Milano;Maschi;32;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;33;Malattie infettive e parassitarie;Altre malattie batteriche;;;1
2007;Fuori Milano;Maschi;33;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2007;Fuori Milano;Maschi;33;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;34;Tumori;Tumori maligni dell'intestino;;;1
2007;Fuori Milano;Maschi;34;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Maschi;34;Tumori;Melanoma ed altri tumori maligni della cute;;;1
2007;Fuori Milano;Maschi;34;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;2
2007;Fuori Milano;Maschi;35;Malattie infettive e parassitarie;AIDS;;;2
2007;Fuori Milano;Maschi;35;Tumori;Melanoma ed altri tumori maligni della cute;;;1
2007;Fuori Milano;Maschi;35;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;35;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Maschi;35;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Maschi;35;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Maschi;35;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;35;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;36;Tumori;Tumori maligni dello stomaco;;;1
2007;Fuori Milano;Maschi;36;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;36;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;36;Tumori;Altri tumori maligni dei tessuti linfatici;;;2
2007;Fuori Milano;Maschi;36;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Maschi;36;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;3
2007;Fuori Milano;Maschi;36;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Infortunio sul lavoro;2
2007;Fuori Milano;Maschi;37;Tumori;Melanoma ed altri tumori maligni della cute;;;1
2007;Fuori Milano;Maschi;37;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;37;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;37;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Maschi;37;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2007;Fuori Milano;Maschi;37;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;2
2007;Fuori Milano;Maschi;37;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;38;Malattie infettive e parassitarie;AIDS;;;2
2007;Fuori Milano;Maschi;38;Tumori;Leucemie;;;1
2007;Fuori Milano;Maschi;38;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;38;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Maschi;38;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Maschi;38;Malattie del sistema circolatorio;Trombosi cerebrale ed embolia;;;1
2007;Fuori Milano;Maschi;38;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2007;Fuori Milano;Maschi;38;Malattie dell'apparato digerente;Cirrosi fegato;;;2
2007;Fuori Milano;Maschi;38;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;38;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;38;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;1
2007;Fuori Milano;Maschi;39;Tumori;Tumori maligni cavità boccale e faringe;;;1
2007;Fuori Milano;Maschi;39;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2007;Fuori Milano;Maschi;39;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2007;Fuori Milano;Maschi;39;Malattie dell'apparato digerente;Cirrosi fegato;;;2
2007;Fuori Milano;Maschi;39;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Morti improvvise da causa sconosciuta;;;1
2007;Fuori Milano;Maschi;39;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Infortunio sul lavoro;1
2007;Fuori Milano;Maschi;39;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;40;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;40;Tumori;Altre localizzazioni di tumori maligni;;;1
2007;Fuori Milano;Maschi;40;Malattie endocrine, nutrizionali e metaboliche;Disturbi metabolici;;;1
2007;Fuori Milano;Maschi;40;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;41;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;41;Tumori;Tumori maligni dell'intestino;;;1
2007;Fuori Milano;Maschi;41;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Maschi;41;Malattie dell'apparato digerente;Cirrosi fegato;;;3
2007;Fuori Milano;Maschi;41;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;41;Cause esterne di morbosità e mortalità;Suicidio;Suicidio;Suicidio;2
2007;Fuori Milano;Maschi;42;Tumori;Tumori maligni del fegato e vie biliari;;;1
2007;Fuori Milano;Maschi;42;Tumori;Altri tumori maligni dell'apparato digerente;;;1
2007;Fuori Milano;Maschi;42;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Maschi;42;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2007;Fuori Milano;Maschi;42;Malattie del sistema circolatorio;Malattie del circolo polmonare;;;1
2007;Fuori Milano;Maschi;42;Malattie del sistema circolatorio;Altre malattie del cuore;;;1
2007;Fuori Milano;Maschi;42;Malattie del sistema circolatorio;Altri disturbi circolatori dell'encefalo;;;1
2007;Fuori Milano;Maschi;42;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2007;Fuori Milano;Maschi;42;Traumatismi, avvelenamenti e alcune altre conseguenze di cause esterne;Traumatismi, avvelenamenti e altre cause esterne;Traumatismi, avvelenamenti e altre cause esterne;Accidentale;1
2007;Fuori Milano;Maschi;43;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;43;Tumori;Altri tumori maligni degli organi genitali maschili;;;1
2007;Fuori Milano;Maschi;43;Tumori;Tumori maligni dell'apparato urinario;;;1
2007;Fuori Milano;Maschi;43;Tumori;Altri tumori maligni dei tessuti linfatici;;;3
2007;Fuori Milano;Maschi;43;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2007;Fuori Milano;Maschi;43;Malattie del sistema respiratorio;Bronchite;;;1
2007;Fuori Milano;Maschi;43;Malattie del sistema respiratorio;Altre malattie dell'apparato respiratorio;;;1
2007;Fuori Milano;Maschi;43;Malattie dell'apparato digerente;Cirrosi fegato;;;2
2007;Fuori Milano;Maschi;43;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Morti improvvise da causa sconosciuta;;;1
2007;Fuori Milano;Maschi;43;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;43;Cause esterne di morbosità e mortalità;Altri accidenti;Altri accidenti;Accidentale;1
2007;Fuori Milano;Maschi;44;Malattie infettive e parassitarie;AIDS;;;2
2007;Fuori Milano;Maschi;44;Tumori;Tumori maligni cavità boccale e faringe;;;1
2007;Fuori Milano;Maschi;44;Tumori;Tumori maligni dello stomaco;;;2
2007;Fuori Milano;Maschi;44;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;1
2007;Fuori Milano;Maschi;44;Malattie del sistema circolatorio;Altre malattie del cuore;;;3
2007;Fuori Milano;Maschi;44;Malattie dell'apparato digerente;Cirrosi fegato;;;3
2007;Fuori Milano;Maschi;44;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;1
2007;Fuori Milano;Maschi;44;Cause esterne di morbosità e mortalità;Omicidio;Omicidio;Omicidio;1
2007;Fuori Milano;Maschi;45;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;45;Tumori;Tumori maligni dello stomaco;;;2
2007;Fuori Milano;Maschi;45;Tumori;Altri tumori maligni dei tessuti linfatici;;;5
2007;Fuori Milano;Maschi;45;Malattie del sistema nervoso;Altre malattie del sistema nervoso;;;1
2007;Fuori Milano;Maschi;45;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
2007;Fuori Milano;Maschi;45;Malattie del sistema circolatorio;Emorragia cerebrale;;;1
2007;Fuori Milano;Maschi;45;Malattie dell'apparato digerente;Cirrosi fegato;;;2
2007;Fuori Milano;Maschi;46;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;46;Tumori;Tumori maligni cavità boccale e faringe;;;1
2007;Fuori Milano;Maschi;46;Tumori;Tumori maligni del fegato e vie biliari;;;1
2007;Fuori Milano;Maschi;46;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;46;Tumori;Altri tumori maligni dei tessuti linfatici;;;1
2007;Fuori Milano;Maschi;46;Malattie del sistema respiratorio;Polmonite;;;1
2007;Fuori Milano;Maschi;46;Malattie dell'apparato digerente;Cirrosi fegato;;;1
2007;Fuori Milano;Maschi;46;Sintomi, segni e risultati anormali di esami clinici e di laboratorio;Sintomi, segni e risultati anormali di esami;;;1
2007;Fuori Milano;Maschi;46;Cause esterne di morbosità e mortalità;Accidenti da trasporto;Accidenti da trasporto;Accidentale;2
2007;Fuori Milano;Maschi;47;Malattie infettive e parassitarie;Epatite virale;;;1
2007;Fuori Milano;Maschi;47;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;47;Tumori;Tumori maligni del fegato e vie biliari;;;1
2007;Fuori Milano;Maschi;47;Tumori;Tumori maligni della trachea, bronchi, polmoni;;;2
2007;Fuori Milano;Maschi;47;Tumori;Tumori maligni dell'encefalo;;;1
2007;Fuori Milano;Maschi;47;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Maschi;47;Malattie dell'apparato digerente;Altre malattie del fegato;;;1
2007;Fuori Milano;Maschi;47;Malattie della cute e del tessuto sottocutaneo;Malattie della pelle e tessuti sottocutanei;;;1
2007;Fuori Milano;Maschi;47;Cause esterne di morbosità e mortalità;Altre cause esterne di traumatismo accidentale;Altre cause esterne di traumatismo accidentale;Accidentale;1
2007;Fuori Milano;Maschi;48;Malattie infettive e parassitarie;AIDS;;;1
2007;Fuori Milano;Maschi;48;Tumori;Tumori maligni del fegato e vie biliari;;;1
2007;Fuori Milano;Maschi;48;Tumori;Altre localizzazioni di tumori maligni;;;2
2007;Fuori Milano;Maschi;48;Malattie del sistema circolatorio;Infarto miocardico acuto e pregresso;;;1
2007;Fuori Milano;Maschi;48;Malattie del sistema circolatorio;Altre malattie del cuore;;;2
